index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,reasoning,attribute_scores,emotions,romance_topics,party_club,violence,politics_religion,success_money,family,slang_usage,formal_language,profanity,intensifiers,hedges,first_person,second_person,third_person,confidence,doubt_uncertainty,politeness,aggression_toxicity,cultural_references
1283,Outro (Que É Você),Bemti,male,south america,spotify,Male,North America,"1. First I noticed the frequent use of first-person pronouns ('I was denied') and second-person pronouns ('you'), suggesting a personal and relational focus common in contemporary popular music. 2. Then I observed the lyrical themes of longing, redemption, and divine intervention, often explored in North American (particularly American) music. The phrasing and vocabulary (e.g., 'blow through the air,' 'overflowing') aligns with contemporary American English. 3. This led me to conclude that the artist is likely male and originates from North America, given the combination of personal narrative, thematic elements, and linguistic style.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
1284,Electric Boogie,Marcia Griffiths,female,south america,spotify,Male,North America,"1. First I noticed the frequent use of slang terms like 'jiggle a mesa cara' and the repetitive phrasing common in party anthems, which are often associated with male artists in North America. 2. Then I observed the focus on dance and movement ('groove groove groove', 'electric slide') and the invitation to join a 'party ride', typical of club music originating from North America. 3. This led me to conclude that the artist is likely a male from North America, given the lyrical style and themes.","{'emotions': 7, 'romance_topics': 8, 'party_club': 9, 'violence': 1, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 6, 'formal_language': 1, 'profanity': 3, 'intensifiers': 5, 'hedges': 1, 'first_person': 6, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 5}",7,8,9,1,1,3,1,6,1,3,5,1,6,7,3,6,2,1,1,5
1285,Que Mas Pues - Remix,Sech,male,south america,spotify,Male,North America,"1. First I noticed the frequent use of first-person pronouns ('I,' 'me,' 'my') and second-person pronouns ('you,' 'your'), indicating a focus on personal experience and interaction with another person. 2. Then I observed the recurring phrases like 'mommy,' 'daddy,' and references to online communication, suggesting a familiarity with internet culture and potentially a younger demographic. The explicit and suggestive nature of the lyrics, combined with slang usage, further supports a male perspective. 3. This led me to conclude that the artist is likely male and originates from North America, given the blend of internet slang and intimate, potentially provocative lyrical content characteristic of some contemporary North American music.","{'emotions': 8, 'romance_topics': 9, 'party_club': 4, 'violence': 3, 'politics_religion': 1, 'success_money': 6, 'family': 7, 'slang_usage': 7, 'formal_language': 1, 'profanity': 6, 'intensifiers': 5, 'hedges': 1, 'first_person': 10, 'second_person': 8, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 7, 'cultural_references': 6}",8,9,4,3,1,6,7,7,1,6,5,1,10,8,2,7,3,1,7,6
1286,Bailar Contigo,Carlos Vives,male,south america,spotify,Male,North America,"1. First I noticed the frequent use of first-person pronouns ('I,' 'me,' 'my') and second-person pronouns ('you,' 'your'), indicating a personal and directed narrative. 2. Then I observed the romantic themes, including longing, anticipation, and descriptions of a desired partner. The language is somewhat elevated and poetic, suggesting a deliberate artistic style. 3. This led me to conclude that the artist is likely male, given the passionate and somewhat idealized portrayal of romance, and likely from North America, based on the overall tone and phrasing which is reminiscent of popular music styles from that region.","{'emotions': 8, 'romance_topics': 10, 'party_club': 4, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 3, 'formal_language': 6, 'profanity': 1, 'intensifiers': 4, 'hedges': 3, 'first_person': 9, 'second_person': 8, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 4, 'politeness': 5, 'aggression_toxicity': 1, 'cultural_references': 6}",8,10,4,1,1,2,1,3,6,1,4,3,9,8,2,7,4,5,1,6
1287,Luna Llena,Paulo Londra,male,south america,spotify,Male,North America,"1. First I noticed the frequent use of first-person pronouns ('I,' 'me,' 'my') and a conversational, almost boastful tone, suggesting a male perspective. 2. Then I observed references to a club scene, slang usage ('cream,' 'EME'), and descriptions of physical appearance ('white chubby guy'), common in male-dominated genres. 3. This led me to conclude that the artist is likely male and operates within a North American cultural context, given the slang and themes present.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
1288,Yo No Te Pido la Luna,Javiera Mena,female,south america,spotify,Male,North America,"1. First I noticed the intense, almost possessive language used to describe the desire for connection with another person. Phrases like 'impregnate myself in your being' and 'steal that star' suggest a passionate and potentially dramatic style often associated with male artists. 2. Then I observed a consistent focus on romantic and intimate themes, with a lack of explicit references to party culture, violence, or political/religious topics. This points towards a romantic focus, common in popular music across various regions, but the intensity leans towards a North American style. 3. This led me to conclude that the artist is likely male and originates from North America, given the lyrical content and tone.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 3, 'profanity': 1, 'intensifiers': 6, 'hedges': 1, 'first_person': 9, 'second_person': 6, 'third_person': 1, 'confidence': 7, 'doubt_uncertainty': 2, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 2}",9,10,1,1,1,1,1,3,3,1,6,1,9,6,1,7,2,2,1,2
1289,Otra Era,Javiera Mena,female,south america,spotify,Male,North America,"1. First I noticed the extensive use of first-person pronouns ('I', 'me', 'my') and second-person pronouns ('you', 'your'), indicating a focus on personal reflection and addressing a specific individual. 2. Then I observed the lyrical content revolves around idealized beauty, longing, and a desire to transcend time, themes often explored in male-dominated romantic narratives. The repeated phrases and somewhat verbose descriptions suggest a deliberate artistic style. 3. This led me to conclude the artist is likely male, and the stylistic choices and themes point towards a North American origin, where such lyrical approaches are not uncommon.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
1290,HP,Maluma,male,south america,spotify,Female,North America,"1. First I noticed the consistent use of 'she' and descriptions of a female character's actions and feelings, particularly related to a breakup and seeking temporary enjoyment. 2. Then I observed the slang and informal language, including phrases like 'fool,' 'jerk,' 'son of a gun,' and 'asshole,' which are commonly used in North American vernacular. The references to social media ('upload a video') also point towards a contemporary North American context. 3. This led me to conclude that the artist is likely female and originates from North America, given the lyrical content and linguistic style.","{'emotions': 9, 'romance_topics': 10, 'party_club': 7, 'violence': 4, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 7, 'intensifiers': 4, 'hedges': 1, 'first_person': 5, 'second_person': 3, 'third_person': 6, 'confidence': 7, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 8, 'cultural_references': 6}",9,10,7,4,1,3,1,8,1,7,4,1,5,3,6,7,2,1,8,6
1291,Sucrilhos,WIU,male,south america,spotify,Male,North America,"1. First I noticed a heavy use of first-person pronouns ('I', 'me', 'my') and a focus on personal ambition and experiences, which is often associated with male artists in contemporary music. 2. Then I observed slang usage ('shake that booty,' 'codeine,' 'blue drink') and references to nightlife and success, further suggesting a North American context. The themes of overcoming adversity and achieving success also align with common narratives in North American hip-hop. 3. This led me to conclude that the artist is likely male and originates from North America.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
1292,Si Me Das Tu Amor,Carlos Vives,male,south america,spotify,Male,North America,"1. First I noticed the use of the name 'Carlos Vives,' which is a well-known Colombian artist. This strongly suggests a Latin American origin, specifically North America due to his prominence in the US Latin music scene. 2. Then I observed the incorporation of Spanish phrases like 'double u,' 'panela,' 'tiguere,' 'Eh eh,' and 'Oh oh' throughout the lyrics, indicating a Spanish-speaking background. 3. This led me to conclude that the artist is likely male, given the passionate and romantic tone, combined with the cultural cues pointing to a North American (specifically Latin American) origin.","{'emotions': 8, 'romance_topics': 10, 'party_club': 4, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 1, 'intensifiers': 6, 'hedges': 3, 'first_person': 8, 'second_person': 9, 'third_person': 1, 'confidence': 7, 'doubt_uncertainty': 2, 'politeness': 4, 'aggression_toxicity': 1, 'cultural_references': 9}",8,10,4,1,1,2,1,8,1,1,6,3,8,9,1,7,2,4,1,9
1293,Dentro de ti,Javiera Mena,female,south america,spotify,Male,Europe,"1. First I noticed the frequent use of 'you' and direct address, which is common in some male-dominated genres like spoken word or performance poetry. 2. Then I observed references to specific European locations like the Balearic Islands and the Mediterranean, suggesting a European influence. The lyrical style also leans towards introspective and philosophical themes, which are often explored by male artists. 3. This led me to conclude that the artist is likely male and originates from Europe.","{'emotions': 6, 'romance_topics': 1, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 2, 'formal_language': 7, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 3, 'second_person': 10, 'third_person': 1, 'confidence': 4, 'doubt_uncertainty': 2, 'politeness': 4, 'aggression_toxicity': 1, 'cultural_references': 8}",6,1,1,1,1,2,1,2,7,1,3,1,3,10,1,4,2,4,1,8
1294,Quem Traiu Levou - Ao Vivo,Gusttavo Lima,male,south america,spotify,Male,North America,"1. First I noticed a strong presence of first-person pronouns ('I,' 'me,' 'my') and direct address ('you'), suggesting a personal and confrontational narrative style common in male-dominated genres like hip-hop or R&B. 2. Then I observed recurring themes of betrayal, suffering, and revenge, which, while present in music across genders, are frequently explored with a more aggressive or assertive tone by male artists. The use of slang and profanity, though moderate, further supports this. 3. This led me to conclude that the artist is likely male, and the lyrical content and stylistic choices point towards a North American origin, specifically drawing from urban music traditions.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 4, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 1, 'first_person': 10, 'second_person': 8, 'third_person': 3, 'confidence': 7, 'doubt_uncertainty': 3, 'politeness': 2, 'aggression_toxicity': 6, 'cultural_references': 4}",8,9,1,4,1,3,1,6,2,4,5,1,10,8,3,7,3,2,6,4
1295,Money,Jovem Dex,male,south america,spotify,Male,North America,"1. First I noticed a heavy emphasis on money, success, and a boastful persona, typical of male-dominated rap subgenres. The language used is colloquial and incorporates slang common in North American hip-hop. 2. Then I observed frequent use of first-person pronouns ('I', 'my') and direct address ('you'), along with aggressive and confident language. The references to drugs and lifestyle further support a North American context. 3. This led me to conclude that the artist is likely a male rapper from North America, given the lyrical themes, slang usage, and overall tone.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 10, 'family': 6, 'slang_usage': 8, 'formal_language': 1, 'profanity': 6, 'intensifiers': 6, 'hedges': 1, 'first_person': 10, 'second_person': 7, 'third_person': 2, 'confidence': 9, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 5, 'cultural_references': 7}",7,8,3,2,1,10,6,8,1,6,6,1,10,7,2,9,1,1,5,7
