index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,gender_keywords,gender_reasoning,continent_keywords,continent_reasoning,raw_model_response
2019,Without You,Dami Im,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2020,Cobar Line,Lee Kernaghan,male,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
2021,Angel,Cody Simpson,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2022,Satisfied,Natalie Imbruglia,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2023,A Walk On The Wild Side,Mick Harvey,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2024,Cinders,Sarah Blasko,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2025,Fade-Away,Che Fu,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2026,Sparrows,M. Craft,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2027,Carolina,Kimbra,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2028,Thank You,Ben Lee,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2029,Warm Nights,Robert Forster,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2030,Be What You Be,Angus Stone,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2031,Burn For You,John Farnham,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2032,Silvery Rain,Olivia Newton-John,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2033,Met Her Today,Peter Koppes,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2034,Landslide,Lior,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2035,She Keeps Me Dreaming,Colin Hay,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2036,I Would I Were,James Keelaghan,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2037,Everything At Once,Lenka,female,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
2038,More Than Life,Whitley,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2039,On The Verge Of Something Wonderful,Darren Hayes,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2040,IYiYi,Cody Simpson,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2041,This Is The Way,Dannii Minogue,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2042,Celebrate Youth,Rick Springfield,male,oceania,wasabi,,Africa,,,,,CONTINENT: Africa
2043,If We Help One Another,Rick Springfield,male,oceania,wasabi,,Africa,,,,,CONTINENT: Africa
2044,Slow Down Jackson,Olivia Newton-John,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2045,Green Spandex,Xavier Rudd,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2046,Souls,Rick Springfield,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2047,Superwoman,Paulini,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2048,Let My Love Open The Door,Natalie Imbruglia,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2049,Loch Lomond,Steve McDonald,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2050,When The Snow Falls On The Alice,Lee Kernaghan,male,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
2051,Jolene,Olivia Newton-John,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2052,The Neverness Hoax,Steve Kilbey,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2053,Number 34,Adam Brand,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2054,Wasted,Turk Tresize,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2055,Here I Am,Natalie Gauci,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2056,Bitter Twist,Vanessa Amorosi,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2057,Inside Silvia,Rick Springfield,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2058,American Television,Ben Lee,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2059,The Special Two,Missy Higgins,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2060,Where Do We Go From Here (with Blake),Hayley Westenra,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2061,Her Mark,Peter Koppes,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2062,Bruce,Tim Minchin,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2063,Hey Ho,Gin Wigmore,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2064,Lava,Monique Brumby,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2065,Warm Ride,Andy Gibb,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2066,Turning Up The Heat,Vanessa Amorosi,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2067,Searchin',Ben Lummis,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2068,Too Far Gone,Adalita,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2069,Here I Am,Mick Harvey,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2070,Meet Me In The Red Room,Amiel,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2071,Wanna Be The One,Anthony Callea,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2072,Skit,Drapht,male,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
2073,Silent Night,Rick Springfield,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2074,Overcome,Monique Brumby,female,oceania,wasabi,,Africa,,,,,CONTINENT: Africa
2075,Nirvana,Tuka,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2076,Ride This Feeling,Kate Miller-Heidke,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2077,A Little Bit Lonesome,Kasey Chambers,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2078,Flashback,Tina Arena,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2079,Stayin' Alive,Kate Miller-Heidke,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2080,He Wrote,Adalita,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2081,Love At First Sight,Kylie Minogue,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2082,Everything Love Is,Olivia Newton-John,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2083,Intoxicated Man,Mick Harvey,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2084,Special Surprise,Luke Buda,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2085,Your Love,Margaret Urlich,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2086,Clap Your Hands,Sia,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2087,Always Find The Time,Kylie Minogue,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2088,Chains,Tina Arena,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2089,The Time It Takes,Holly Throsby,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2090,"Let Your Light In, Babe",Robert Forster,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2091,Words Cannot Say,Adam Brand,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2092,Love We Got Goin',Keith Urban,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2093,If I Forget,Delta Goodrem,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2094,1959,Lee Kernaghan,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2095,Without You,Colin Buchanan,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2096,Red Blooded Woman,Kylie Minogue,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2097,Sister Mercy,Jimmy Barnes,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2098,The Tracks Of My Tears,Peter Andre,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2099,Insania,Peter Andre,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2100,I Like The Way,Deni Hines,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2101,Who Are We Fooling?,Brooke Fraser,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2102,Wait For Me,Rebecca St. James,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2103,If Tomorrow Never Comes,Jason Owen,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2104,Born Out Of Time,Rick Springfield,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2105,Walk Amongst His Ruins,Colin Hay,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2106,Salt To The Sea,Tim Finn,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2107,You Are The Music,M. Craft,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2108,Hope,David Campbell,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2109,Nothing To No One,Gin Wigmore,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2110,Calling All Girls,Rick Springfield,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2111,Any Day Now,Missy Higgins,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2112,Return To Paradise,Sam Sparro,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2113,I Need Love,Olivia Newton-John,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2114,My Jesus I Love Thee (I Love You Jesus),Darlene Zschech,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2115,Are You Looking After Yourself?,Courtney Barnett,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2116,Warning Bell,Butterfly Boucher,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2117,Delight,Bic Runga,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2118,Life In Sunshine,Jamie McDell,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2119,Arabia,Peter Koppes,male,oceania,wasabi,,Asia,,,,,CONTINENT: Asia
2120,The River Cried,Russell Hitchcock,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2121,Playing To Win,John Farnham,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2122,Love Song For Jeffrey,Helen Reddy,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2123,Design Desire,Abbe May,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2124,Show Your Glory,Rebecca St. James,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2125,I Believe In You,Kylie Minogue,female,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
2126,Pash,Kate Ceberano,female,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
2127,Help Me Make It Through The Night,Olivia Newton-John,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2128,Bird,Robert Forster,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2129,One Million Bullets,Sia,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2130,Thrill Is Gone,Bernard Fanning,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2131,Last To Know,Neil Finn,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2132,Sleep,Alex Lloyd,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2133,Little Chief,Xavier Rudd,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2134,Dancing Dirt Into The Snow,Missy Higgins,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2135,Lullaby,Peter Koppes,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2136,To The Bank,Urthboy,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2137,Come Quickly Lord,Rebecca St. James,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2138,"Stop, Drop And Roll",Mareko,male,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
2139,That Girl From Brownsville Texas,Jim White,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2140,The Submarine,Whitley,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2141,Summer Love,Guy Sebastian,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2142,Hooley Dooley Wop Bam Boom! (Jesus Christ Is Coming Soon),Colin Buchanan,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2143,Hopelessly Devoted To You,Olivia Newton-John,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2144,Put The Pieces Back Together,Michael Hutchence,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2145,Give Me Just A Little More Time,Kylie Minogue,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2146,Never Say Goodbye,Hayley Westenra,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2147,Sandcastles,Jon English,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2148,Walk With Me,Lisa Mitchell,female,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
2149,Melody,Andy Gibb,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2150,Heart Bounded By Sorrow,Andrew Morris,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2151,All Fall Down,Bic Runga,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2152,Bridge Over Troubled Waters,Dami Im,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2153,Did It Again,Kylie Minogue,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2154,An Arrow,Sarah Blasko,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2155,When The War Is Over,John Farnham,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2156,Snowbird,M. Craft,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2157,Paradise,Cody Simpson,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2158,All I Need Is You,Guy Sebastian,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2159,One Thing Leads To Another,Vanessa Amorosi,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2160,Lizards From Lounges,James Reyne,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2161,Venus In Overdrive,Rick Springfield,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2162,Happy Birthday (For Yesterday),Darren Hanlon,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2163,Pokarekare Ana,Hayley Westenra,female,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
2164,Haunted House,Grant McLennan,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2165,Wishing You Were Somehow Here Again,Hayley Westenra,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2166,Fun,Natalie Imbruglia,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2167,Bluebird,Jim White,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2168,Carrot,Mal Webb,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2169,Stone Gods,Steve Kilbey,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2170,Shake,Aaradhna,female,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
2171,Sam,Olivia Newton-John,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2172,Arms Of Mary,Keith Urban,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2173,Church On Fire,Rick Price,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2174,Haru Yo Koi,Hayley Westenra,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2175,Danielle,Steve Kilbey,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2176,Galaxy,Stan Walker,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2177,Pigeons And Crumbs,Natalie Imbruglia,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2178,Love And Hate,Jimmy Barnes,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2179,Human Touch,Rick Springfield,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2180,Glorify Your Name,Darlene Zschech,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2181,Alien Virus,Rick Springfield,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2182,All The Pretty Little Horses,Olivia Newton-John,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2183,Title Fight: Heart V Mind,Darren Hanlon,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2184,All The Lovers,Kylie Minogue,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2185,Cinema Paradiso - Profumo Di Limone,Hayley Westenra,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2186,Rain On Fire,Dave Dobbyn,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2187,Stars,Russell Crowe,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2188,Never Enough,Rebecca Lavelle,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2189,Old Dream,Darren Hanlon,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2190,Butterflies,Natalie Imbruglia,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2191,Broken Love,Colin Hay,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2192,Exit Everything,Rowland S. Howard,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2193,Leave Me Alone,Natalie Imbruglia,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2194,Kiss From A Rose,Ben Lummis,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2195,Moth To A Flame,Olivia Newton-John,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2196,Step Up,Samantha Jade,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2197,Mess Of Mine,Cassie Davis,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2198,Let The Peace Of God Reign,Darlene Zschech,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2199,Taurus Chorus,Abbe May,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2200,The Kickstand Song,Darren Hanlon,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2201,Dig,Mark Lizotte,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2202,Thanks For Today,Kate Miller-Heidke,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2203,Modern Day Folk,Urthboy,male,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
2204,Spaceship,Phrase,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2205,I Want Your Love,Adalita,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2206,After Dark,Andy Gibb,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2207,The Climber,Neil Finn,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
