index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,reasoning,attribute_scores,emotions,romance_topics,party_club,violence,politics_religion,success_money,family,slang_usage,formal_language,profanity,intensifiers,hedges,first_person,second_person,third_person,confidence,doubt_uncertainty,politeness,aggression_toxicity,cultural_references
2343,Happy Little Pill,Troye Sivan,male,oceania,wasabi,Male,North America,"The lyrics express a melancholic and detached mood, reflecting the friend's struggle with depression. References to drugs ('cocaine', 'happy little pill') and wealth ('Gucci', 'dollar bills') are present, but the overall tone is introspective and somewhat bleak. The frequent repetition of 'unknown' suggests uncertainty. Troye Sivan is a male artist from North America, aligning with the lyrical content.","{'emotions': 8, 'romance_topics': 2, 'party_club': 6, 'violence': 3, 'politics_religion': 1, 'success_money': 7, 'family': 1, 'slang_usage': 5, 'formal_language': 3, 'profanity': 4, 'intensifiers': 4, 'hedges': 1, 'first_person': 5, 'second_person': 1, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 4}",8,2,6,3,1,7,1,5,3,4,4,1,5,1,2,4,5,1,2,4
2344,Higher Than Hope,Daryl Braithwaite,male,oceania,wasabi,Male,North America,"The lyrics convey a message of resilience and unity, with a slightly formal tone and some references to history ('Empire of Ancient grounds'). The prominence of 'you' suggests addressing an audience, and the overall theme leans towards motivational rather than deeply personal emotions. The political undertones are present with mentions of 'one land' and 'they'.","{'emotions': 7, 'romance_topics': 1, 'party_club': 1, 'violence': 1, 'politics_religion': 4, 'success_money': 1, 'family': 1, 'slang_usage': 2, 'formal_language': 6, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 3, 'second_person': 5, 'third_person': 4, 'confidence': 6, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 4}",7,1,1,1,4,1,1,2,6,1,3,1,3,5,4,6,3,1,1,4
2345,Both Sides Now,Hayley Westenra,female,oceania,wasabi,Male,North America,"The lyrics express profound reflections on love, life, and loss with a melancholic tone. First-person perspective dominates, emphasizing introspection and uncertainty. The language is generally formal, lacking slang or profanity, and focusing on metaphorical imagery. The overall theme revolves around disillusionment and the passage of time, common in introspective male artists from North America.","{'emotions': 9, 'romance_topics': 8, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 3, 'formal_language': 5, 'profanity': 1, 'intensifiers': 3, 'hedges': 2, 'first_person': 10, 'second_person': 2, 'third_person': 4, 'confidence': 4, 'doubt_uncertainty': 6, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 4}",9,8,1,1,1,2,1,3,5,1,3,2,10,2,4,4,6,1,1,4
2346,Safe To Say,Alex Lloyd,male,oceania,wasabi,Male,North America,"The lyrics heavily focus on past relationships and emotional vulnerability ('absent friends,' 'fall down at my feet'), indicating strong romance themes. Frequent use of 'I' and 'you' highlights personal interaction. The language is relatively informal with some mild profanity, suggesting a contemporary style. The tone is somewhat melancholic and reflective, leaning towards a male perspective and a North American musical style.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2347,No Truck,Kate Miller-Heidke,female,oceania,wasabi,Male,North America,"The lyrics depict a parent dealing with a fussy baby, showcasing frustration and weariness. The frequent use of 'I' and references to 'his majesty' (the baby) and personal experiences ('I've been through this a million times') indicate a first-person perspective. The overall tone is relatable and slightly sarcastic, common in parental narratives. The slang usage and lack of formal language suggest a casual, conversational style typical of North American popular music.","{'emotions': 7, 'romance_topics': 1, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 8, 'slang_usage': 6, 'formal_language': 3, 'profanity': 2, 'intensifiers': 4, 'hedges': 3, 'first_person': 8, 'second_person': 4, 'third_person': 5, 'confidence': 5, 'doubt_uncertainty': 4, 'politeness': 3, 'aggression_toxicity': 2, 'cultural_references': 4}",7,1,1,1,1,2,8,6,3,2,4,3,8,4,5,5,4,3,2,4
2348,Written In Rock,Rick Springfield,male,oceania,wasabi,Male,North America,"The lyrics heavily focus on a failed relationship and lost love, demonstrating high scores in emotions and romance. The language is informal with some slang, and the frequent use of 'I' indicates a strong first-person perspective. The themes of loss and disillusionment lead to a moderate level of doubt and uncertainty. The overall tone suggests a North American male artist.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 3, 'politics_religion': 1, 'success_money': 3, 'family': 2, 'slang_usage': 7, 'formal_language': 3, 'profanity': 5, 'intensifiers': 4, 'hedges': 3, 'first_person': 8, 'second_person': 4, 'third_person': 4, 'confidence': 5, 'doubt_uncertainty': 6, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 4}",8,9,1,3,1,3,2,7,3,5,4,3,8,4,4,5,6,1,3,4
2349,Figian Girl,Rolf Harris,male,oceania,wasabi,Male,North America,"The lyrics heavily feature romantic themes centered around a Fijian woman, with expressions of desire and wonder. Strong cultural references to Fiji (Suva, Kandavu, Isalei, frangipani) are present. The language is relatively simple and straightforward, with limited slang. Emotionally, the lyrics express a mix of wonder, longing, and uncertainty. The repeated use of 'Fijian girl' and direct address ('Tell me what you feel') indicates a focus on personal connection and romantic pursuit. The artist is likely from North America given the lyrical style and focus on an exotic location.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 1, 'intensifiers': 3, 'hedges': 2, 'first_person': 6, 'second_person': 7, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 5, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 9}",8,9,1,1,1,1,1,4,3,1,3,2,6,7,2,5,5,1,1,9
2350,Outside,Iota,male,oceania,wasabi,Male,North America,"The lyrics exhibit strong emotional depth, particularly around themes of pain and loss ('bloody things,' 'bleeding'). Violence is present through imagery of blood and anger. First-person narration dominates, suggesting introspection. The language is somewhat poetic and evocative, leaning towards a North American style, with a male perspective due to the darker, more introspective tone.","{'emotions': 7, 'romance_topics': 2, 'party_club': 1, 'violence': 6, 'politics_religion': 1, 'success_money': 4, 'family': 1, 'slang_usage': 3, 'formal_language': 4, 'profanity': 2, 'intensifiers': 3, 'hedges': 1, 'first_person': 9, 'second_person': 4, 'third_person': 4, 'confidence': 4, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 2}",7,2,1,6,1,4,1,3,4,2,3,1,9,4,4,4,3,1,4,2
2351,Unlovable,Darren Hayes,male,oceania,wasabi,Female,North America,"The lyrics heavily focus on heartbreak, emotional turmoil, and a dysfunctional relationship, with strong themes of abandonment and self-doubt. Frequent use of first-person narration and questions about self-worth indicate a female perspective. The references to family trauma (father and mother abandonment) are prominent. The overall tone is introspective and emotionally vulnerable, aligning with a North American lyrical style.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 7, 'slang_usage': 4, 'formal_language': 3, 'profanity': 3, 'intensifiers': 6, 'hedges': 3, 'first_person': 10, 'second_person': 8, 'third_person': 2, 'confidence': 3, 'doubt_uncertainty': 8, 'politeness': 1, 'aggression_toxicity': 6, 'cultural_references': 2}",9,10,1,1,1,2,7,4,3,3,6,3,10,8,2,3,8,1,6,2
2352,Ford Mustang,Mick Harvey,male,oceania,wasabi,Male,North America,"The lyrics are highly descriptive and focus on a specific scene with pop culture references (Ford Mustang, Edgar Allen Poe, Marilyn, Superman, Paco Rabanne, Coca Cola). There's minimal emotional expression or direct personal narrative, and the language is relatively simple and observational. The frequent cultural references suggest a North American origin, and the somewhat detached, observational tone leans towards a male perspective.","{'emotions': 4, 'romance_topics': 1, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 3, 'formal_language': 2, 'profanity': 1, 'intensifiers': 2, 'hedges': 1, 'first_person': 2, 'second_person': 1, 'third_person': 4, 'confidence': 3, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 8}",4,1,1,1,1,3,1,3,2,1,2,1,2,1,4,3,3,1,1,8
2353,Have You Never Been Mellow,Olivia Newton-John,female,oceania,wasabi,Male,North America,"The lyrics explore feelings of rushing through life and the desire for calmness ('mellow'). The repeated use of 'I was like you' and direct address ('you') suggests a relatable, conversational tone. The language is relatively formal, but includes some colloquialisms. The song lacks strong indicators of party themes, violence, or political/religious content. The emphasis on introspection and personal comfort points towards a male artist from North America.","{'emotions': 7, 'romance_topics': 4, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 4, 'formal_language': 5, 'profanity': 1, 'intensifiers': 3, 'hedges': 3, 'first_person': 8, 'second_person': 7, 'third_person': 4, 'confidence': 5, 'doubt_uncertainty': 4, 'politeness': 3, 'aggression_toxicity': 1, 'cultural_references': 2}",7,4,1,1,1,2,1,4,5,1,3,3,8,7,4,5,4,3,1,2
2354,You Bring Your Love To Me,Marty Willson-Piper,male,oceania,wasabi,Male,North America,"The lyrics heavily emphasize romantic love and longing with poetic and formal language. There's a focus on 'you' and a sense of devotion. The absence of slang, profanity, or references to other themes suggests a male artist with a North American style, leaning towards folk or acoustic music.","{'emotions': 8, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 2, 'formal_language': 6, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 7, 'second_person': 8, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 1, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 3}",8,10,1,1,1,1,1,2,6,1,3,1,7,8,2,5,1,2,1,3
2355,Thick Skinned,Jimmy Barnes,male,oceania,wasabi,Male,North America,"The lyrics express a mix of sadness and resilience, centered around a turbulent romantic relationship. Frequent use of 'I' and 'you' indicates a direct, personal narrative. Slang like 'dough' and 'thickskinned' are present. The overall tone is somewhat assertive despite the vulnerability, suggesting a North American male artist.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2356,Flowers,Diana Anaid,female,oceania,wasabi,Male,North America,"The lyrics heavily focus on a fraught, emotionally charged relationship with a former partner, exhibiting themes of resentment, anger, and a complex history. Frequent use of slang and profanity combined with raw emotional expression suggests a male artist from North America.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 4, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 7, 'formal_language': 2, 'profanity': 7, 'intensifiers': 4, 'hedges': 3, 'first_person': 8, 'second_person': 6, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 4, 'politeness': 1, 'aggression_toxicity': 8, 'cultural_references': 2}",8,9,1,4,1,1,1,7,2,7,4,3,8,6,2,4,4,1,8,2
2357,Overseas Telegram,Mick Harvey,male,oceania,wasabi,Male,Europe,"The lyrics heavily emphasize romantic sentiment and longing, conveyed through formal language and repeated references to telegrams. The repeated use of 'you' and 'my' indicates a direct address and personal connection. The setting in England suggests a European origin. The formal tone and lack of slang suggest a male artist.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 2, 'formal_language': 6, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 7, 'second_person': 8, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 1, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 7}",8,9,1,1,1,1,1,2,6,1,3,1,7,8,2,4,1,2,1,7
2358,Undo,Guy Sebastian,male,oceania,wasabi,Male,North America,"The lyrics heavily focus on a failed relationship, expressing regret and longing for the past. First-person perspective is dominant, conveying personal emotions of sadness and uncertainty. Slang like 'apple z it' and phrasing like 'hit reverse' suggest a casual, contemporary style, typical of North American music. The absence of party/club themes, political/religious references, and explicit language points towards a more introspective and emotionally driven song.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 5, 'formal_language': 3, 'profanity': 1, 'intensifiers': 4, 'hedges': 3, 'first_person': 10, 'second_person': 6, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 6, 'politeness': 2, 'aggression_toxicity': 2, 'cultural_references': 3}",8,9,1,1,1,2,1,5,3,1,4,3,10,6,2,4,6,2,2,3
2359,Changes,Olivia Newton-John,female,oceania,wasabi,Male,North America,"The lyrics heavily focus on heartbreak, separation, and the impact on a child, indicating strong romantic themes and family dynamics. The language is relatively formal but contains expressions of deep emotion and regret. The first-person perspective dominates, showcasing a male's internal struggle. The absence of slang, party references, or aggressive language suggests a North American male artist.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 7, 'slang_usage': 3, 'formal_language': 4, 'profanity': 1, 'intensifiers': 3, 'hedges': 3, 'first_person': 8, 'second_person': 6, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 2}",9,10,1,1,1,1,7,3,4,1,3,3,8,6,2,4,5,2,1,2
